被引年份,科目,总篇数,出版年份,出版年份数据,1是错误数据
2011,   农业科技 ,26233篇,2002,769,0
2011,   医药卫生科技 ,20359篇,2002,769,0
2011,   哲学与人文科学 ,20359篇,2001,705,0
2011,   社会科学Ⅰ辑 ,40164篇,2002,747,0
2011,   信息科技 ,94970篇,2000,358,0
2011,   经济与管理科学 ,92864篇,2002,2023,0
2011,   社会科学Ⅱ辑 ,46014篇,2003,1853,0
2011,   基础科学 ,92864篇,2002,951,0
2011,   工程科技Ⅰ辑 ,58621篇,2002,1549,0
2011,   工程科技Ⅱ辑 ,58621篇,2003,3424,0
2011,   农业科技 ,26233篇,2003,1367,0
2011,   医药卫生科技 ,20359篇,2003,1367,0
2011,   哲学与人文科学 ,20359篇,2002,1293,0
2011,   社会科学Ⅰ辑 ,40164篇,2003,1380,0
2011,   信息科技 ,94970篇,2001,902,0
2011,   经济与管理科学 ,92864篇,2003,3377,0
2011,   社会科学Ⅱ辑 ,46014篇,2004,2746,0
2011,   基础科学 ,92864篇,2001,497,0
2011,   工程科技Ⅰ辑 ,58621篇,2000,266,0
2011,   工程科技Ⅱ辑 ,58621篇,2001,938,0
2011,   农业科技 ,26233篇,2001,522,0
2011,   医药卫生科技 ,20359篇,2001,522,0
2011,   哲学与人文科学 ,20359篇,2000,306,0
2011,   社会科学Ⅰ辑 ,40164篇,2001,396,0
2011,   信息科技 ,94970篇,1999,47,0
2011,   经济与管理科学 ,92864篇,2001,1048,0
2011,   社会科学Ⅱ辑 ,46014篇,2002,1033,0
2011,   基础科学 ,92864篇,2000,205,0
2011,   工程科技Ⅰ辑 ,58621篇,1996,7,0
2011,   工程科技Ⅱ辑 ,58621篇,1997,8,0
2011,   农业科技 ,26233篇,1997,4,0
2011,   医药卫生科技 ,20359篇,1997,4,0
2011,   哲学与人文科学 ,20359篇,1996,3,0
2011,   社会科学Ⅰ辑 ,40164篇,1997,5,0
2011,   信息科技 ,94970篇,1995,7,0
2011,   经济与管理科学 ,92864篇,1997,4,0
2011,   社会科学Ⅱ辑 ,46014篇,1998,2,0
2011,   基础科学 ,92864篇,1999,30,0
2011,   工程科技Ⅰ辑 ,58621篇,1997,20,0
2011,   工程科技Ⅱ辑 ,58621篇,1998,16,0
2011,   农业科技 ,26233篇,1998,12,0
2011,   医药卫生科技 ,20359篇,1998,12,0
2011,   哲学与人文科学 ,20359篇,1997,13,0
2011,   社会科学Ⅰ辑 ,40164篇,1998,6,0
2011,   信息科技 ,94970篇,1996,5,0
2011,   经济与管理科学 ,92864篇,1998,5,0
2011,   社会科学Ⅱ辑 ,46014篇,1999,7,0
2011,   基础科学 ,92864篇,1998,18,0
2011,   工程科技Ⅰ辑 ,58621篇,1994,1,0
2011,   工程科技Ⅱ辑 ,58621篇,1995,11,0
2011,   农业科技 ,26233篇,1995,3,0
2011,   医药卫生科技 ,20359篇,1995,3,0
2011,   哲学与人文科学 ,20359篇,1994,1,0
2011,   社会科学Ⅰ辑 ,40164篇,1995,3,0
2011,   信息科技 ,94970篇,1993,1,0
2011,   经济与管理科学 ,92864篇,1995,4,0
2011,   社会科学Ⅱ辑 ,46014篇,1995,1,0
2011,   基础科学 ,92864篇,1997,10,0
2011,   工程科技Ⅰ辑 ,58621篇,1995,9,0
2011,   工程科技Ⅱ辑 ,58621篇,1996,8,0
2011,   农业科技 ,26233篇,1996,5,0
2011,   医药卫生科技 ,20359篇,1996,5,0
2011,   哲学与人文科学 ,20359篇,1995,4,0
2011,   社会科学Ⅰ辑 ,40164篇,1996,4,0
2011,   信息科技 ,94970篇,1994,2,0
2011,   经济与管理科学 ,92864篇,1996,1,0
2011,   社会科学Ⅱ辑 ,46014篇,1997,3,0
2011,   基础科学 ,92864篇,1996,9,0
2011,   工程科技Ⅰ辑 ,58621篇,1998,21,0
2011,   工程科技Ⅱ辑 ,58621篇,1999,58,0
2011,   农业科技 ,26233篇,1999,16,0
2011,   医药卫生科技 ,20359篇,1999,16,0
2011,   哲学与人文科学 ,20359篇,1998,10,0
2011,   社会科学Ⅰ辑 ,40164篇,1999,9,0
2011,   信息科技 ,94970篇,1997,8,0
2011,   经济与管理科学 ,92864篇,1999,29,0
2011,   社会科学Ⅱ辑 ,46014篇,2000,197,0
2011,   基础科学 ,92864篇,1995,9,0
2011,   工程科技Ⅰ辑 ,58621篇,1999,29,0
2011,   工程科技Ⅱ辑 ,58621篇,2000,436,0
2011,   农业科技 ,26233篇,2000,251,0
2011,   医药卫生科技 ,20359篇,2000,251,0
2011,   哲学与人文科学 ,20359篇,1999,16,0
2011,   社会科学Ⅰ辑 ,40164篇,2000,166,0
2011,   信息科技 ,94970篇,1998,37,0
2011,   经济与管理科学 ,92864篇,2000,475,0
2011,   社会科学Ⅱ辑 ,46014篇,2001,560,0
2011,   基础科学 ,92864篇,1994,8,0
2011,   工程科技Ⅰ辑 ,58621篇,1993,1,0
2011,   工程科技Ⅱ辑 ,58621篇,1994,8,0
2011,   农业科技 ,26233篇,1994,3,0
2011,   医药卫生科技 ,20359篇,1994,3,0
2011,   哲学与人文科学 ,20359篇,1993,1,0
2011,   社会科学Ⅰ辑 ,40164篇,1994,4,0
2011,   信息科技 ,94970篇,1989,1,0
2011,   经济与管理科学 ,92864篇,1994,1,0
2011,   社会科学Ⅱ辑 ,46014篇,1994,1,0
2010,   基础科学 ,28101篇,2012,1,1
2010,   工程科技Ⅰ辑 ,44104篇,2014,1,1
2010,   工程科技Ⅱ辑 ,66104篇,2012,2,1
2010,   农业科技 ,21808篇,2011,1,1
2010,   医药卫生科技 ,13966篇,2010,63,0
2010,   社会科学Ⅰ辑 ,29196篇,2012,2,1
2010,   信息科技 ,73985篇,2012,3,1
2010,   经济与管理科学 ,72043篇,2014,1,1
2010,   哲学与人文科学 ,32867篇,2013,1,1
2010,   社会科学Ⅱ辑 ,32525篇,2012,1,1
2010,   基础科学 ,28101篇,2011,1,1
2010,   工程科技Ⅰ辑 ,44104篇,2012,1,1
2010,   工程科技Ⅱ辑 ,66104篇,2011,2,1
2010,   农业科技 ,21808篇,2010,118,0
2010,   医药卫生科技 ,13966篇,2009,1911,0
2010,   社会科学Ⅰ辑 ,29196篇,2011,3,1
2010,   信息科技 ,73985篇,2011,1,1
2010,   经济与管理科学 ,72043篇,2012,4,1
2010,   哲学与人文科学 ,32867篇,2010,94,0
2010,   社会科学Ⅱ辑 ,32525篇,2011,2,1
2010,   基础科学 ,28101篇,2010,217,0
2010,   工程科技Ⅰ辑 ,44104篇,2011,2,1
2010,   工程科技Ⅱ辑 ,66104篇,2010,620,0
2010,   农业科技 ,21808篇,2009,2564,0
2010,   医药卫生科技 ,13966篇,2008,2756,0
2010,   社会科学Ⅰ辑 ,29196篇,2010,189,0
2010,   信息科技 ,73985篇,2010,646,0
2010,   经济与管理科学 ,72043篇,2011,8,1
2010,   哲学与人文科学 ,32867篇,2009,2888,0
2010,   社会科学Ⅱ辑 ,32525篇,2010,172,0
2010,   基础科学 ,28101篇,2009,3240,0
2010,   工程科技Ⅰ辑 ,44104篇,2010,315,0
2010,   工程科技Ⅱ辑 ,66104篇,2009,7638,0
2010,   农业科技 ,21808篇,2008,3726,0
2010,   医药卫生科技 ,13966篇,2007,3088,0
2010,   社会科学Ⅰ辑 ,29196篇,2009,3225,0
2010,   信息科技 ,73985篇,2009,10094,0
2010,   经济与管理科学 ,72043篇,2010,561,0
2010,   哲学与人文科学 ,32867篇,2008,5777,0
2010,   社会科学Ⅱ辑 ,32525篇,2009,3426,0
2010,   基础科学 ,28101篇,2008,5346,0
2010,   工程科技Ⅰ辑 ,44104篇,2005,5616,0
2010,   工程科技Ⅱ辑 ,66104篇,2004,5992,0
2010,   农业科技 ,21808篇,2003,1460,0
2010,   医药卫生科技 ,13966篇,2002,367,0
2010,   社会科学Ⅰ辑 ,29196篇,2004,2205,0
2010,   信息科技 ,73985篇,2004,5337,0
2010,   经济与管理科学 ,72043篇,2005,8432,0
2010,   哲学与人文科学 ,32867篇,2003,1870,0
2010,   社会科学Ⅱ辑 ,32525篇,2004,2402,0
2010,   基础科学 ,28101篇,2007,5586,0
2010,   工程科技Ⅰ辑 ,44104篇,2006,7892,0
2010,   工程科技Ⅱ辑 ,66104篇,2005,8294,0
2010,   农业科技 ,21808篇,2004,1980,0
2010,   医药卫生科技 ,13966篇,2003,595,0
2010,   社会科学Ⅰ辑 ,29196篇,2005,3406,0
2010,   信息科技 ,73985篇,2005,8062,0
2010,   经济与管理科学 ,72043篇,2006,12318,0
2010,   哲学与人文科学 ,32867篇,2004,2994,0
2010,   社会科学Ⅱ辑 ,32525篇,2005,3590,0
2010,   基础科学 ,28101篇,2006,5124,0
2010,   工程科技Ⅰ辑 ,44104篇,2004,4078,0
2010,   工程科技Ⅱ辑 ,66104篇,2003,3428,0
2010,   农业科技 ,21808篇,2002,797,0
2010,   医药卫生科技 ,13966篇,2001,203,0
2010,   社会科学Ⅰ辑 ,29196篇,2003,1234,0
2010,   信息科技 ,73985篇,2003,3056,0
2010,   经济与管理科学 ,72043篇,2004,5594,0
2010,   哲学与人文科学 ,32867篇,2002,1171,0
2010,   社会科学Ⅱ辑 ,32525篇,2003,1620,0
2010,   基础科学 ,28101篇,2005,3339,0
2010,   工程科技Ⅰ辑 ,44104篇,2007,8896,0
2010,   工程科技Ⅱ辑 ,66104篇,2006,11754,0
2010,   农业科技 ,21808篇,2005,2798,0
2010,   医药卫生科技 ,13966篇,2004,979,0
2010,   社会科学Ⅰ辑 ,29196篇,2006,5096,0
2010,   信息科技 ,73985篇,2006,13071,0
2010,   经济与管理科学 ,72043篇,2007,15568,0
2010,   哲学与人文科学 ,32867篇,2005,3926,0
2010,   社会科学Ⅱ辑 ,32525篇,2006,5917,0
2010,   基础科学 ,28101篇,2004,2144,0
2010,   工程科技Ⅰ辑 ,44104篇,2008,7549,0
2010,   工程科技Ⅱ辑 ,66104篇,2007,13565,0
2010,   农业科技 ,21808篇,2006,3459,0
2010,   医药卫生科技 ,13966篇,2005,1560,0
2010,   社会科学Ⅰ辑 ,29196篇,2007,6898,0
2010,   信息科技 ,73985篇,2007,15649,0
2010,   经济与管理科学 ,72043篇,2008,14360,0
2010,   哲学与人文科学 ,32867篇,2006,5803,0
2010,   社会科学Ⅱ辑 ,32525篇,2007,7273,0
2010,   基础科学 ,28101篇,2003,1311,0
2010,   工程科技Ⅰ辑 ,44104篇,2009,4876,0
2010,   工程科技Ⅱ辑 ,66104篇,2008,11209,0
2010,   农业科技 ,21808篇,2007,4038,0
2010,   医药卫生科技 ,13966篇,2006,2343,0
2010,   社会科学Ⅰ辑 ,29196篇,2008,5667,0
2010,   信息科技 ,73985篇,2008,14539,0
2010,   经济与管理科学 ,72043篇,2009,8406,0
2010,   哲学与人文科学 ,32867篇,2007,7390,0
2010,   社会科学Ⅱ辑 ,32525篇,2008,6491,0
2010,   基础科学 ,28101篇,2002,927,0
2010,   工程科技Ⅰ辑 ,44104篇,2002,1567,0
2010,   工程科技Ⅱ辑 ,66104篇,2001,957,0
2010,   农业科技 ,21808篇,2000,242,0
2010,   医药卫生科技 ,13966篇,1999,11,0
2010,   社会科学Ⅰ辑 ,29196篇,2001,384,0
2010,   信息科技 ,73985篇,2001,890,0
2010,   经济与管理科学 ,72043篇,2002,1993,0
2010,   哲学与人文科学 ,32867篇,2000,271,0
2010,   社会科学Ⅱ辑 ,32525篇,2001,489,0
2010,   基础科学 ,28101篇,2001,551,0
2010,   工程科技Ⅰ辑 ,44104篇,2003,2277,0
2010,   工程科技Ⅱ辑 ,66104篇,2002,2104,0
2010,   农业科技 ,21808篇,2001,575,0
2010,   医药卫生科技 ,13966篇,2000,48,0
2010,   社会科学Ⅰ辑 ,29196篇,2002,703,0
2010,   信息科技 ,73985篇,2002,2142,0
2010,   经济与管理科学 ,72043篇,2003,3327,0
2010,   哲学与人文科学 ,32867篇,2001,634,0
2010,   社会科学Ⅱ辑 ,32525篇,2002,957,0
2010,   基础科学 ,28101篇,2000,208,0
2010,   工程科技Ⅰ辑 ,44104篇,2001,641,0
2010,   工程科技Ⅱ辑 ,66104篇,2000,418,0
2010,   农业科技 ,21808篇,1999,20,0
2010,   医药卫生科技 ,13966篇,1998,9,0
2010,   社会科学Ⅰ辑 ,29196篇,2000,161,0
2010,   信息科技 ,73985篇,2000,369,0
2010,   经济与管理科学 ,72043篇,2001,1011,0
2010,   哲学与人文科学 ,32867篇,1999,16,0
2010,   社会科学Ⅱ辑 ,32525篇,2000,171,0
2010,   基础科学 ,28101篇,1999,33,0
2010,   工程科技Ⅰ辑 ,44104篇,1997,21,0
2010,   工程科技Ⅱ辑 ,66104篇,1996,8,0
2010,   农业科技 ,21808篇,1995,2,0
2010,   医药卫生科技 ,13966篇,1994,6,0
2010,   社会科学Ⅰ辑 ,29196篇,1996,4,0
2010,   信息科技 ,73985篇,1996,9,0
2010,   经济与管理科学 ,72043篇,1997,2,0
2010,   哲学与人文科学 ,32867篇,1995,1,0
2010,   社会科学Ⅱ辑 ,32525篇,1995,1,0
2010,   基础科学 ,28101篇,1998,22,0
2010,   工程科技Ⅰ辑 ,44104篇,1998,20,0
2010,   工程科技Ⅱ辑 ,66104篇,1997,13,0
2010,   农业科技 ,21808篇,1996,6,0
2010,   医药卫生科技 ,13966篇,1995,5,0
2010,   社会科学Ⅰ辑 ,29196篇,1997,3,0
2010,   信息科技 ,73985篇,1997,10,0
2010,   经济与管理科学 ,72043篇,1998,9,0
2010,   哲学与人文科学 ,32867篇,1996,2,0
2010,   社会科学Ⅱ辑 ,32525篇,1997,4,0
2010,   基础科学 ,28101篇,1997,11,0
2010,   工程科技Ⅰ辑 ,44104篇,1995,9,0
2010,   工程科技Ⅱ辑 ,66104篇,1994,6,0
2010,   农业科技 ,21808篇,1992,1,0
2010,   医药卫生科技 ,13966篇,1992,2,0
2010,   社会科学Ⅰ辑 ,29196篇,1994,2,0
2010,   信息科技 ,73985篇,1994,6,0
2010,   经济与管理科学 ,72043篇,1995,1,0
2010,   哲学与人文科学 ,32867篇,1993,2,0
2010,   社会科学Ⅱ辑 ,32525篇,,,0
2010,   基础科学 ,28101篇,1996,3,0
2010,   工程科技Ⅰ辑 ,44104篇,1996,14,0
2010,   工程科技Ⅱ辑 ,66104篇,1995,9,0
2010,   农业科技 ,21808篇,1994,3,0
2010,   医药卫生科技 ,13966篇,1993,2,0
2010,   社会科学Ⅰ辑 ,29196篇,1995,2,0
2010,   信息科技 ,73985篇,1995,3,0
2010,   经济与管理科学 ,72043篇,1996,2,0
2010,   哲学与人文科学 ,32867篇,1994,1,0
2010,   社会科学Ⅱ辑 ,32525篇,1994,1,0
2010,   基础科学 ,28101篇,1995,6,0
2010,   工程科技Ⅰ辑 ,44104篇,1999,27,0
2010,   工程科技Ⅱ辑 ,66104篇,1998,16,0
2010,   农业科技 ,21808篇,1997,5,0
2010,   医药卫生科技 ,13966篇,1996,2,0
2010,   社会科学Ⅰ辑 ,29196篇,1998,2,0
2010,   信息科技 ,73985篇,1998,44,0
2010,   经济与管理科学 ,72043篇,1999,31,0
2010,   哲学与人文科学 ,32867篇,1997,13,0
2010,   社会科学Ⅱ辑 ,32525篇,1998,2,0
2010,   基础科学 ,28101篇,1994,8,0
2010,   工程科技Ⅰ辑 ,44104篇,2000,282,0
2010,   工程科技Ⅱ辑 ,66104篇,1999,56,0
2010,   农业科技 ,21808篇,1998,12,0
2010,   医药卫生科技 ,13966篇,1997,10,0
2010,   社会科学Ⅰ辑 ,29196篇,1999,6,0
2010,   信息科技 ,73985篇,1999,52,0
2010,   经济与管理科学 ,72043篇,2000,410,0
2010,   哲学与人文科学 ,32867篇,1998,6,0
2010,   社会科学Ⅱ辑 ,32525篇,1999,6,0
2010,   基础科学 ,28101篇,1993,2,0
2010,   工程科技Ⅰ辑 ,44104篇,1994,4,0
2010,   工程科技Ⅱ辑 ,66104篇,1993,1,0
2010,   农业科技 ,21808篇,1990,1,0
2010,   医药卫生科技 ,13966篇,1991,4,0
2010,   社会科学Ⅰ辑 ,29196篇,1993,2,0
2010,   信息科技 ,73985篇,1993,1,0
2010,   经济与管理科学 ,72043篇,1994,2,0
2010,   哲学与人文科学 ,32867篇,1992,3,0
2010,   社会科学Ⅱ辑 ,32525篇,,,0
2009,   基础科学 ,18172篇,2009,224,0
2009,   工程科技Ⅰ辑 ,27384篇,2010,1,1
2009,   工程科技Ⅱ辑 ,44933篇,2012,1,1
2009,   农业科技 ,44933篇,2012,1,1
2009,   医药卫生科技 ,44933篇,2012,1,1
2009,   社会科学Ⅰ辑 ,18562篇,2010,1,1
2009,   信息科技 ,49801篇,2009,615,0
2009,   经济与管理科学 ,46259篇,2010,4,1
2009,   哲学与人文科学 ,19018篇,2010,1,1
2009,   社会科学Ⅱ辑 ,21323篇,2009,105,0
2009,   基础科学 ,18172篇,2008,2492,0
2009,   工程科技Ⅰ辑 ,27384篇,2009,234,0
2009,   工程科技Ⅱ辑 ,44933篇,2010,6,1
2009,   农业科技 ,44933篇,2010,6,1
2009,   医药卫生科技 ,44933篇,2010,6,1
2009,   社会科学Ⅰ辑 ,18562篇,2009,117,0
2009,   信息科技 ,49801篇,2008,7331,0
2009,   经济与管理科学 ,46259篇,2009,432,0
2009,   哲学与人文科学 ,19018篇,2009,81,0
2009,   社会科学Ⅱ辑 ,21323篇,2008,2662,0
2009,   基础科学 ,18172篇,2007,4034,0
2009,   工程科技Ⅰ辑 ,27384篇,2008,3224,0
2009,   工程科技Ⅱ辑 ,44933篇,2009,511,0
2009,   农业科技 ,44933篇,2009,511,0
2009,   医药卫生科技 ,44933篇,2009,511,0
2009,   社会科学Ⅰ辑 ,18562篇,2008,1952,0
2009,   信息科技 ,49801篇,2007,12058,0
2009,   经济与管理科学 ,46259篇,2008,6027,0
2009,   哲学与人文科学 ,19018篇,2008,1902,0
2009,   社会科学Ⅱ辑 ,21323篇,2007,5462,0
2009,   基础科学 ,18172篇,2006,4217,0
2009,   工程科技Ⅰ辑 ,27384篇,2007,5951,0
2009,   工程科技Ⅱ辑 ,44933篇,2008,5598,0
2009,   农业科技 ,44933篇,2008,5598,0
2009,   医药卫生科技 ,44933篇,2008,5598,0
2009,   社会科学Ⅰ辑 ,18562篇,2007,5246,0
2009,   信息科技 ,49801篇,2006,11413,0
2009,   经济与管理科学 ,46259篇,2007,11656,0
2009,   哲学与人文科学 ,19018篇,2007,4697,0
2009,   社会科学Ⅱ辑 ,21323篇,2006,5098,0
2009,   基础科学 ,18172篇,2005,2699,0
2009,   工程科技Ⅰ辑 ,27384篇,2002,1236,0
2009,   工程科技Ⅱ辑 ,44933篇,2003,3093,0
2009,   农业科技 ,44933篇,2003,3093,0
2009,   医药卫生科技 ,44933篇,2003,3093,0
2009,   社会科学Ⅰ辑 ,18562篇,2002,551,0
2009,   信息科技 ,49801篇,2001,854,0
2009,   经济与管理科学 ,46259篇,2002,1644,0
2009,   哲学与人文科学 ,19018篇,2002,858,0
2009,   社会科学Ⅱ辑 ,21323篇,2001,412,0
2009,   基础科学 ,18172篇,2004,1892,0
2009,   工程科技Ⅰ辑 ,27384篇,2003,1863,0
2009,   工程科技Ⅱ辑 ,44933篇,2004,5297,0
2009,   农业科技 ,44933篇,2004,5297,0
2009,   医药卫生科技 ,44933篇,2004,5297,0
2009,   社会科学Ⅰ辑 ,18562篇,2003,1066,0
2009,   信息科技 ,49801篇,2002,1963,0
2009,   经济与管理科学 ,46259篇,2003,2863,0
2009,   哲学与人文科学 ,19018篇,2003,1402,0
2009,   社会科学Ⅱ辑 ,21323篇,2002,797,0
2009,   基础科学 ,18172篇,2003,1129,0
2009,   工程科技Ⅰ辑 ,27384篇,2001,528,0
2009,   工程科技Ⅱ辑 ,44933篇,2002,1798,0
2009,   农业科技 ,44933篇,2002,1798,0
2009,   医药卫生科技 ,44933篇,2002,1798,0
2009,   社会科学Ⅰ辑 ,18562篇,2001,286,0
2009,   信息科技 ,49801篇,2000,332,0
2009,   经济与管理科学 ,46259篇,2001,782,0
2009,   哲学与人文科学 ,19018篇,2001,435,0
2009,   社会科学Ⅱ辑 ,21323篇,2000,132,0
2009,   基础科学 ,18172篇,2002,776,0
2009,   工程科技Ⅰ辑 ,27384篇,2004,3343,0
2009,   工程科技Ⅱ辑 ,44933篇,2005,7183,0
2009,   农业科技 ,44933篇,2005,7183,0
2009,   医药卫生科技 ,44933篇,2005,7183,0
2009,   社会科学Ⅰ辑 ,18562篇,2004,1866,0
2009,   信息科技 ,49801篇,2003,2771,0
2009,   经济与管理科学 ,46259篇,2004,4710,0
2009,   哲学与人文科学 ,19018篇,2004,2290,0
2009,   社会科学Ⅱ辑 ,21323篇,2003,1395,0
2009,   基础科学 ,18172篇,2001,456,0
2009,   工程科技Ⅰ辑 ,27384篇,2005,4450,0
2009,   工程科技Ⅱ辑 ,44933篇,2006,10056,0
2009,   农业科技 ,44933篇,2006,10056,0
2009,   医药卫生科技 ,44933篇,2006,10056,0
2009,   社会科学Ⅰ辑 ,18562篇,2005,2943,0
2009,   信息科技 ,49801篇,2004,4973,0
2009,   经济与管理科学 ,46259篇,2005,7200,0
2009,   哲学与人文科学 ,19018篇,2005,2872,0
2009,   社会科学Ⅱ辑 ,21323篇,2004,2158,0
2009,   基础科学 ,18172篇,2000,175,0
2009,   工程科技Ⅰ辑 ,27384篇,2006,6250,0
2009,   工程科技Ⅱ辑 ,44933篇,2007,10064,0
2009,   农业科技 ,44933篇,2007,10064,0
2009,   医药卫生科技 ,44933篇,2007,10064,0
2009,   社会科学Ⅰ辑 ,18562篇,2006,4415,0
2009,   信息科技 ,49801篇,2005,7378,0
2009,   经济与管理科学 ,46259篇,2006,10580,0
2009,   哲学与人文科学 ,19018篇,2006,4272,0
2009,   社会科学Ⅱ辑 ,21323篇,2005,3090,0
2009,   基础科学 ,18172篇,1999,20,0
2009,   工程科技Ⅰ辑 ,27384篇,1999,22,0
2009,   工程科技Ⅱ辑 ,44933篇,2000,362,0
2009,   农业科技 ,44933篇,2000,362,0
2009,   医药卫生科技 ,44933篇,2000,362,0
2009,   社会科学Ⅰ辑 ,18562篇,1999,4,0
2009,   信息科技 ,49801篇,1998,37,0
2009,   经济与管理科学 ,46259篇,1999,25,0
2009,   哲学与人文科学 ,19018篇,1999,8,0
2009,   社会科学Ⅱ辑 ,21323篇,1998,1,0
2009,   基础科学 ,18172篇,1998,13,0
2009,   工程科技Ⅰ辑 ,27384篇,2000,219,0
2009,   工程科技Ⅱ辑 ,44933篇,2001,858,0
2009,   农业科技 ,44933篇,2001,858,0
2009,   医药卫生科技 ,44933篇,2001,858,0
2009,   社会科学Ⅰ辑 ,18562篇,2000,101,0
2009,   信息科技 ,49801篇,1999,50,0
2009,   经济与管理科学 ,46259篇,2000,317,0
2009,   哲学与人文科学 ,19018篇,2000,184,0
2009,   社会科学Ⅱ辑 ,21323篇,1999,4,0
2009,   基础科学 ,18172篇,1997,12,0
2009,   工程科技Ⅰ辑 ,27384篇,1998,19,0
2009,   工程科技Ⅱ辑 ,44933篇,1999,45,0
2009,   农业科技 ,44933篇,1999,45,0
2009,   医药卫生科技 ,44933篇,1999,45,0
2009,   社会科学Ⅰ辑 ,18562篇,1998,4,0
2009,   信息科技 ,49801篇,1997,13,0
2009,   经济与管理科学 ,46259篇,1998,10,0
2009,   哲学与人文科学 ,19018篇,1998,2,0
2009,   社会科学Ⅱ辑 ,21323篇,1997,4,0
2009,   基础科学 ,18172篇,1996,3,0
2009,   工程科技Ⅰ辑 ,27384篇,1994,3,0
2009,   工程科技Ⅱ辑 ,44933篇,1995,10,0
2009,   农业科技 ,44933篇,1995,10,0
2009,   医药卫生科技 ,44933篇,1995,10,0
2009,   社会科学Ⅰ辑 ,18562篇,1994,1,0
2009,   信息科技 ,49801篇,1993,1,0
2009,   经济与管理科学 ,46259篇,1993,1,0
2009,   哲学与人文科学 ,19018篇,1989,2,0
2009,   社会科学Ⅱ辑 ,21323篇,,,0
2009,   基础科学 ,18172篇,1995,6,0
2009,   工程科技Ⅰ辑 ,27384篇,1995,6,0
2009,   工程科技Ⅱ辑 ,44933篇,1996,9,0
2009,   农业科技 ,44933篇,1996,9,0
2009,   医药卫生科技 ,44933篇,1996,9,0
2009,   社会科学Ⅰ辑 ,18562篇,1995,2,0
2009,   信息科技 ,49801篇,1994,2,0
2009,   经济与管理科学 ,46259篇,1995,3,0
2009,   哲学与人文科学 ,19018篇,1992,3,0
2009,   社会科学Ⅱ辑 ,21323篇,1993,1,0
2009,   基础科学 ,18172篇,1994,7,0
2009,   工程科技Ⅰ辑 ,27384篇,1992,3,0
2009,   工程科技Ⅱ辑 ,44933篇,1992,6,0
2009,   农业科技 ,44933篇,1992,6,0
2009,   医药卫生科技 ,44933篇,1992,6,0
2009,   社会科学Ⅰ辑 ,18562篇,,,0
2009,   信息科技 ,49801篇,,,0
2009,   经济与管理科学 ,46259篇,,,0
2009,   哲学与人文科学 ,19018篇,,,0
2009,   社会科学Ⅱ辑 ,21323篇,,,0
2009,   基础科学 ,18172篇,1993,2,0
2009,   工程科技Ⅰ辑 ,27384篇,1993,3,0
2009,   工程科技Ⅱ辑 ,44933篇,1994,6,0
2009,   农业科技 ,44933篇,1994,6,0
2009,   医药卫生科技 ,44933篇,1994,6,0
2009,   社会科学Ⅰ辑 ,18562篇,1993,3,0
2009,   信息科技 ,49801篇,1988,1,0
2009,   经济与管理科学 ,46259篇,1990,1,0
2009,   哲学与人文科学 ,19018篇,1986,1,0
2009,   社会科学Ⅱ辑 ,21323篇,,,0
2009,   基础科学 ,18172篇,1992,3,0
2009,   工程科技Ⅰ辑 ,27384篇,1996,8,0
2009,   工程科技Ⅱ辑 ,44933篇,1997,10,0
2009,   农业科技 ,44933篇,1997,10,0
2009,   医药卫生科技 ,44933篇,1997,10,0
2009,   社会科学Ⅰ辑 ,18562篇,1996,3,0
2009,   信息科技 ,49801篇,1995,2,0
2009,   经济与管理科学 ,46259篇,1996,1,0
2009,   哲学与人文科学 ,19018篇,1993,1,0
2009,   社会科学Ⅱ辑 ,21323篇,1994,1,0
2009,   基础科学 ,18172篇,1991,2,0
2009,   工程科技Ⅰ辑 ,27384篇,1997,17,0
2009,   工程科技Ⅱ辑 ,44933篇,1998,15,0
2009,   农业科技 ,44933篇,1998,15,0
2009,   医药卫生科技 ,44933篇,1998,15,0
2009,   社会科学Ⅰ辑 ,18562篇,1997,1,0
2009,   信息科技 ,49801篇,1996,7,0
2009,   经济与管理科学 ,46259篇,1997,3,0
2009,   哲学与人文科学 ,19018篇,1997,7,0
2009,   社会科学Ⅱ辑 ,21323篇,1995,1,0
2009,   基础科学 ,18172篇,1990,1,0
2009,   工程科技Ⅰ辑 ,27384篇,1991,1,0
2009,   工程科技Ⅱ辑 ,44933篇,1991,2,0
2009,   农业科技 ,44933篇,1991,2,0
2009,   医药卫生科技 ,44933篇,1991,2,0
2009,   社会科学Ⅰ辑 ,18562篇,,,0
2009,   信息科技 ,49801篇,,,0
2009,   经济与管理科学 ,46259篇,,,0
2009,   哲学与人文科学 ,19018篇,,,0
2009,   社会科学Ⅱ辑 ,21323篇,,,0
